customer_id,customer_name,total_orders,customer_type
4144,Tracy Jordan,4,Repeat Customer
91672,Casey Solis,4,Repeat Customer
13788,Kathryn Zhang,4,Repeat Customer
4996,Erika Ballard,4,Repeat Customer
60067,Shelby Zamora,4,Repeat Customer
86586,Kenneth Smith,4,Repeat Customer
25486,Kimberly Moore,4,Repeat Customer
61257,Christina Contreras,4,Repeat Customer
15585,Dylan Howell,4,Repeat Customer
50481,Todd Moon,4,Repeat Customer
7889,James Bell,4,Repeat Customer
74237,Cheryl Clark,4,Repeat Customer
93552,Brooke Stone,4,Repeat Customer
63620,Jason Jones,4,Repeat Customer
90372,Robert Ward,4,Repeat Customer
97107,Kayla Owens,4,Repeat Customer
29977,Johnny Jones,4,Repeat Customer
94179,Michelle Rangel,4,Repeat Customer
94695,Jennifer Jackson,4,Repeat Customer
73898,Kristin Palmer,4,Repeat Customer
94131,Carl Kelly,4,Repeat Customer
76517,Tiffany Murphy,4,Repeat Customer
28529,Jeff Lane,4,Repeat Customer
9569,Thomas Blair,4,Repeat Customer
66153,Elizabeth Quinn,4,Repeat Customer
23738,Justin Bradley,4,Repeat Customer
56683,Dana Mcdaniel,4,Repeat Customer
55732,Richard Reyes,4,Repeat Customer
97324,Ashley Gomez,4,Repeat Customer
69367,Kimberly Price,4,Repeat Customer
25201,Colton Morrow,4,Repeat Customer
57442,Randall Escobar,4,Repeat Customer
49411,Cynthia Decker,4,Repeat Customer
4483,Kayla Lester,4,Repeat Customer
89661,Lindsay Moore,4,Repeat Customer
68472,Frederick Stevenson,4,Repeat Customer
65310,Kelly Smith,4,Repeat Customer
63546,Michael Nunez,4,Repeat Customer
69398,Sierra Smith,4,Repeat Customer
78470,Laura Ward,4,Repeat Customer
18127,Taylor Hayes,4,Repeat Customer
58362,James Cervantes,4,Repeat Customer
25369,Tara Jacobs,4,Repeat Customer
60453,Kristi Gonzales,4,Repeat Customer
63452,Richard Hinton,4,Repeat Customer
78739,Darryl Scott,4,Repeat Customer
29317,Isaac Kelley,4,Repeat Customer
92678,Christopher Sanchez,4,Repeat Customer
89598,Brandon Parks,4,Repeat Customer
761,Alexandra Cervantes,4,Repeat Customer
65116,Lawrence Padilla,4,Repeat Customer
2194,Christina Martinez,4,Repeat Customer
73133,Jonathan Murphy,4,Repeat Customer
98408,Veronica Sanders,4,Repeat Customer
9677,Allison David,4,Repeat Customer
10462,Nicholas Brewer,4,Repeat Customer
25684,Joseph Valentine,4,Repeat Customer
69865,James Sparks,4,Repeat Customer
52922,Paige Hunt,4,Repeat Customer
41131,Andrew Ayala,4,Repeat Customer
7475,Marco Hill,4,Repeat Customer
24326,Renee Miller,4,Repeat Customer
42294,Steven Morton,4,Repeat Customer
86528,Amanda Aguilar,4,Repeat Customer
54191,Jillian Pollard,4,Repeat Customer
8182,Lori Hull,4,Repeat Customer
6529,Kyle Wells,4,Repeat Customer
90366,Christopher Hamilton,4,Repeat Customer
35853,David Rocha,4,Repeat Customer
69278,Ann Berger,4,Repeat Customer
81761,Joseph Norris,4,Repeat Customer
6067,Lauren Hoffman,4,Repeat Customer
40636,Timothy White,4,Repeat Customer
92498,Carrie Williams,4,Repeat Customer
63790,Abigail Lopez,4,Repeat Customer
68393,Brenda Davis,4,Repeat Customer
76248,Emma Howard,4,Repeat Customer
50162,Mark Moore,4,Repeat Customer
96046,Michael Brewer,4,Repeat Customer
24047,Michele Ayala,4,Repeat Customer
60934,Anna Lopez,4,Repeat Customer
46018,Kathleen Curtis,4,Repeat Customer
41335,Clayton Hamilton,4,Repeat Customer
89163,Michael Johnson,4,Repeat Customer
39743,Brandon Beck,4,Repeat Customer
14842,Rebecca Downs,4,Repeat Customer
44606,Alison Coleman,4,Repeat Customer
61351,Phillip Turner,4,Repeat Customer
41721,Kathryn Velasquez,4,Repeat Customer
32091,Rachel Webster,4,Repeat Customer
21184,Calvin Johnson,4,Repeat Customer
43550,Melinda Ortiz,4,Repeat Customer
68524,Brandon Duran,4,Repeat Customer
38736,Beth Mckinney,4,Repeat Customer
10882,Mary Nguyen,4,Repeat Customer
93067,Tanya King,4,Repeat Customer
33002,April Harris,4,Repeat Customer
57595,Philip Hester,4,Repeat Customer
86640,Duane Gomez,4,Repeat Customer
53100,Terri Maynard,4,Repeat Customer
19671,Robert King,4,Repeat Customer
77184,Mark Williams,4,Repeat Customer
94321,Michelle Tran,4,Repeat Customer
15297,Brendan Bryant,4,Repeat Customer
8241,Melissa Cummings,4,Repeat Customer
60876,Christina Smith,4,Repeat Customer
94474,Jennifer Hill,4,Repeat Customer
6005,Steven Schroeder,4,Repeat Customer
53137,Steven Andrews,4,Repeat Customer
1145,Nathan Perez,4,Repeat Customer
28886,Jeffrey Harvey,4,Repeat Customer
62542,Tyler Ball,4,Repeat Customer
26113,Eric Green,4,Repeat Customer
57247,Kelly Miller,4,Repeat Customer
78984,Amber Ruiz,4,Repeat Customer
20683,Melanie Wood,4,Repeat Customer
60375,Deborah Hernandez,4,Repeat Customer
46563,Nicholas Orozco,4,Repeat Customer
72859,Jason Turner,4,Repeat Customer
69442,Kathryn Hernandez,4,Repeat Customer
623,Michael Allen,4,Repeat Customer
43905,Sydney Robinson,4,Repeat Customer
60676,Tonya Perez,4,Repeat Customer
37747,Mark Jimenez,4,Repeat Customer
38134,Kevin Vega,4,Repeat Customer
58851,Madeline Frye,4,Repeat Customer
26142,James Camacho,4,Repeat Customer
94554,Daniel Mora,4,Repeat Customer
72797,Jeff Thomas,4,Repeat Customer
70688,Stephen Shaw,4,Repeat Customer
84272,Erika Miller,4,Repeat Customer
37301,Jennifer Garcia,4,Repeat Customer
2905,Austin Fuentes,4,Repeat Customer
36355,Terry Hernandez,4,Repeat Customer
66028,Danielle Thompson,4,Repeat Customer
9407,Ronald Lewis,4,Repeat Customer
42127,Jonathan Mcguire,4,Repeat Customer
9650,Samuel Barnett,4,Repeat Customer
76839,Cheryl Simpson,4,Repeat Customer
94706,James Lee,4,Repeat Customer
14419,Charles Williams,4,Repeat Customer
97302,John Walters,4,Repeat Customer
39896,Bryan Mcconnell,4,Repeat Customer
15265,Julie Mcconnell,4,Repeat Customer
49975,Andrew Smith,4,Repeat Customer
2380,Gary Williams,4,Repeat Customer
68025,Erika Fletcher,4,Repeat Customer
33344,Kimberly Richards,4,Repeat Customer
88245,John Lee,4,Repeat Customer
65998,Brandon Wallace,4,Repeat Customer
66816,Daniel White,4,Repeat Customer
49896,Lisa May,4,Repeat Customer
84108,Angela Cooke,4,Repeat Customer
66339,Donald Robinson,4,Repeat Customer
90844,Andrew Oconnor,4,Repeat Customer
33071,Cathy Stewart,4,Repeat Customer
28525,Lisa Espinoza,4,Repeat Customer
72439,Kyle Mitchell,4,Repeat Customer
99203,Michael Bowers,4,Repeat Customer
98115,Karen Williams,4,Repeat Customer
96873,Melissa Barton,4,Repeat Customer
217,Curtis James,4,Repeat Customer
69658,Andrea Hoffman,4,Repeat Customer
75990,Joshua Duncan,4,Repeat Customer
48996,Scott Smith,4,Repeat Customer
68761,Leonard Ross,4,Repeat Customer
4788,Colleen Ochoa,4,Repeat Customer
24592,Juan Bennett,4,Repeat Customer
70052,Rhonda Hunt,4,Repeat Customer
72127,Adam Berg,4,Repeat Customer
28070,Alex Gutierrez,4,Repeat Customer
43956,Derek Edwards,4,Repeat Customer
2520,Heather Dean,4,Repeat Customer
49935,Vanessa Williamson,4,Repeat Customer
22868,Stanley Harmon,4,Repeat Customer
80376,Chad Lee,4,Repeat Customer
31722,Aaron Vargas,4,Repeat Customer
92855,Cindy Campbell,4,Repeat Customer
388,Casey Roy,4,Repeat Customer
16615,Bridget Johnson,4,Repeat Customer
63927,Marilyn Larsen,4,Repeat Customer
58087,Lindsey Diaz,4,Repeat Customer
23621,Stephanie Flores,4,Repeat Customer
16453,Kaitlyn Dixon,4,Repeat Customer
79525,Michele Bernard,4,Repeat Customer
11434,Leslie Gross,4,Repeat Customer
83031,Steven Turner,4,Repeat Customer
3373,Justin Hanson,4,Repeat Customer
24532,Ashley Rivera,4,Repeat Customer
96561,Monica Morgan,4,Repeat Customer
43670,Maria King,4,Repeat Customer
3587,Lauren Ramos,4,Repeat Customer
22699,Angela Ingram,4,Repeat Customer
75441,Sherri Moore,4,Repeat Customer
98174,Janice Gonzales,4,Repeat Customer
36893,Michael Smith,4,Repeat Customer
26594,Stephen Sharp,4,Repeat Customer
1834,Karen Paul,4,Repeat Customer
35662,Courtney Miller,4,Repeat Customer
36186,Don Stevenson,4,Repeat Customer
80506,Christine Myers,4,Repeat Customer
74526,Ashley Clark,4,Repeat Customer
61073,Andrew Montes,4,Repeat Customer
5384,Sherry Johnson,4,Repeat Customer
8782,Patrick Horton,4,Repeat Customer
80361,Randy Andrade,4,Repeat Customer
99449,Pamela Hart,4,Repeat Customer
71947,Tracy Alvarado,4,Repeat Customer
63826,Troy Small,4,Repeat Customer
84638,Scott West,4,Repeat Customer
87471,Tracy Sims,4,Repeat Customer
91156,Amber Rivas,4,Repeat Customer
7574,Daniel Jensen,4,Repeat Customer
32307,Bobby Thornton,4,Repeat Customer
45113,Lacey Gonzales,4,Repeat Customer
83907,Carrie Christian,4,Repeat Customer
87400,Erica Rose,4,Repeat Customer
46330,Amanda Davis,4,Repeat Customer
39692,Antonio Massey,4,Repeat Customer
13706,Christopher Kidd,4,Repeat Customer
20570,Chelsea Oliver,4,Repeat Customer
94151,Shawn Pope,4,Repeat Customer
58722,Franklin Pope,4,Repeat Customer
60907,Deanna Alvarez,4,Repeat Customer
93668,Philip Spencer,4,Repeat Customer
25069,Lori Black,4,Repeat Customer
44521,Alexis Martinez,4,Repeat Customer
98365,Mary Martinez,4,Repeat Customer
38332,Daniel Bowman,4,Repeat Customer
42863,Anthony Moore,4,Repeat Customer
9137,Jacob Peters,4,Repeat Customer
83712,Jeffrey Kelly,4,Repeat Customer
7474,Jeremiah Griffin,4,Repeat Customer
75681,Andrew Smith,4,Repeat Customer
18525,Albert Noble,4,Repeat Customer
42927,Shawn Carlson,4,Repeat Customer
79002,James Sanchez,4,Repeat Customer
89791,Donna Ramos,4,Repeat Customer
31626,David Taylor,4,Repeat Customer
60747,Sara Sharp,4,Repeat Customer
22534,Megan Mcgrath,4,Repeat Customer
61443,Tasha Ferguson,4,Repeat Customer
69599,Jessica Dawson,4,Repeat Customer
23534,Jordan Smith,4,Repeat Customer
53392,Lori Woods,4,Repeat Customer
67366,William Moody,4,Repeat Customer
8826,Shane Roman,4,Repeat Customer
56074,Vanessa Phillips,4,Repeat Customer
42821,Joshua Grimes,4,Repeat Customer
41218,Annette Lawrence,4,Repeat Customer
42224,Andrew Walton,4,Repeat Customer
25875,Stephen Castro,4,Repeat Customer
84057,Ryan White,4,Repeat Customer
94348,Brittany Anderson,4,Repeat Customer
93636,Ralph Chandler,4,Repeat Customer
35231,Kyle Parker,4,Repeat Customer
29538,Sean Harris,4,Repeat Customer
91678,Joanne Sanchez,4,Repeat Customer
79925,Michelle Hamilton,4,Repeat Customer
59778,Angela Fisher,4,Repeat Customer
67730,Erin Perez,4,Repeat Customer
78985,Anthony Miller,4,Repeat Customer
71246,Amanda Ramirez,4,Repeat Customer
18448,Daniel Brown,4,Repeat Customer
81384,Melissa Cooper,4,Repeat Customer
60593,Kenneth Jackson,4,Repeat Customer
86270,Janet Welch,4,Repeat Customer
91007,Wanda Higgins,4,Repeat Customer
62538,Christopher Knight,4,Repeat Customer
53700,Cody Conrad,4,Repeat Customer
10613,Megan Dominguez,4,Repeat Customer
67864,Jessica Mitchell,4,Repeat Customer
93440,Steven Adams,4,Repeat Customer
52015,William Parker,4,Repeat Customer
97033,Justin Morris,4,Repeat Customer
73218,Bradley Farley,4,Repeat Customer
86149,Gregory Price,4,Repeat Customer
73199,Frank Payne,4,Repeat Customer
47415,David Cobb,4,Repeat Customer
77168,Jeffery Bush,4,Repeat Customer
20924,Janet Miller,4,Repeat Customer
1948,James Martinez,4,Repeat Customer
83408,Ellen Watts,4,Repeat Customer
49504,Michael White,4,Repeat Customer
39103,Cassandra Ball,4,Repeat Customer
78765,Drew Mitchell,4,Repeat Customer
64916,Mary Yu,4,Repeat Customer
10785,Jennifer Hunter,4,Repeat Customer
84581,Caitlyn Woodward,4,Repeat Customer
37429,David Bell,4,Repeat Customer
79052,Angela Romero,4,Repeat Customer
15066,Lisa Pittman,4,Repeat Customer
75125,Daniel Anderson,4,Repeat Customer
47735,Katrina Perez,4,Repeat Customer
70143,Daniel Garcia,4,Repeat Customer
1176,Shawn Wilson,4,Repeat Customer
45799,Crystal Taylor,4,Repeat Customer
58273,Samuel Wright,4,Repeat Customer
9307,Randy Rivera,4,Repeat Customer
93219,Michael Johnson,4,Repeat Customer
17149,Zachary Rosales,4,Repeat Customer
18165,James Brown,4,Repeat Customer
31470,Casey Hendricks,4,Repeat Customer
52706,Nina Johnston,4,Repeat Customer
48575,Melissa Valdez,4,Repeat Customer
49193,Brittany Webb,4,Repeat Customer
72206,Mark Byrd,4,Repeat Customer
2109,Thomas Hawkins,4,Repeat Customer
4203,Ricky Hawkins,4,Repeat Customer
68403,Andrew Perez,4,Repeat Customer
51420,Gary Holmes,4,Repeat Customer
80485,Mark Mitchell,4,Repeat Customer
16515,Joseph Barnes,4,Repeat Customer
74614,Thomas Lawson,4,Repeat Customer
10636,Richard Chang,4,Repeat Customer
755,David Kennedy,4,Repeat Customer
22459,Tonya Brewer,4,Repeat Customer
90544,Mary Elliott,4,Repeat Customer
38232,Frank Myers,4,Repeat Customer
47064,Lori Lewis,4,Repeat Customer
95122,Micheal Freeman,4,Repeat Customer
59432,Brenda Martinez,4,Repeat Customer
43187,Jason Smith,4,Repeat Customer
51073,Steven Cross,4,Repeat Customer
36640,Terry Owens,4,Repeat Customer
90806,Melinda Dennis,4,Repeat Customer
18727,Timothy Davila,4,Repeat Customer
15144,Michelle Bailey,4,Repeat Customer
43228,Jacob Vargas,4,Repeat Customer
84401,Jennifer Hanson,4,Repeat Customer
75877,Jane James,4,Repeat Customer
26296,Jessica Gray,4,Repeat Customer
73289,Robert Hall,4,Repeat Customer
37542,Rachel Craig,4,Repeat Customer
46822,Diane Collins,4,Repeat Customer
80760,Wanda Chase,4,Repeat Customer
65954,Sherri Woodard,4,Repeat Customer
69423,Frank Bates,4,Repeat Customer
99690,Duane Hill,4,Repeat Customer
31840,William Mullen,4,Repeat Customer
91375,Michael Little,4,Repeat Customer
66968,Russell Cochran,4,Repeat Customer
2501,Daniel Herrera,4,Repeat Customer
20715,Katherine Reynolds,4,Repeat Customer
43606,Joanna Martinez,4,Repeat Customer
45253,Joseph Salas,4,Repeat Customer
23826,Mitchell Murray,4,Repeat Customer
26335,Grant Smith,4,Repeat Customer
29452,David Pena,4,Repeat Customer
10743,Tasha Key,4,Repeat Customer
85353,Caitlin Mccormick,4,Repeat Customer
59579,Laura Booth,4,Repeat Customer
99028,Diane Morgan,4,Repeat Customer
53448,Tracy Long,4,Repeat Customer
32286,Daniel Franklin,4,Repeat Customer
35060,Ashley Jones,4,Repeat Customer
19770,Sarah Pena,4,Repeat Customer
8872,Karen Yates,4,Repeat Customer
75918,James Simmons,4,Repeat Customer
57325,Sean Cruz,4,Repeat Customer
10793,Richard Williams,4,Repeat Customer
56652,Tara Nicholson,4,Repeat Customer
29936,Amanda George,4,Repeat Customer
74111,Michelle Green,4,Repeat Customer
21826,Kurt Long,4,Repeat Customer
33863,Lisa Mcdonald,4,Repeat Customer
36129,Alexandria Meyers,4,Repeat Customer
12899,Dana Taylor,4,Repeat Customer
37599,Michael May,4,Repeat Customer
84018,Alexandra Stein,4,Repeat Customer
25133,Tiffany Soto,4,Repeat Customer
66430,Keith Young,4,Repeat Customer
15233,Steven Davis,4,Repeat Customer
23981,Whitney Martinez,4,Repeat Customer
90234,Brian Stokes,4,Repeat Customer
94041,Stephen Strickland,4,Repeat Customer
42158,Paula Martinez,4,Repeat Customer
13531,Jeremy Brown,4,Repeat Customer
7653,Philip Foster,4,Repeat Customer
73849,Cynthia Hooper,4,Repeat Customer
39276,Robert Smith,4,Repeat Customer
65145,Erica Johnson,4,Repeat Customer
833,Barbara Ward,4,Repeat Customer
88943,Amy Rodriguez,4,Repeat Customer
32951,Briana Simmons,4,Repeat Customer
51425,Zachary Smith,4,Repeat Customer
72200,Ashley Mitchell,4,Repeat Customer
1692,Jordan Collins,4,Repeat Customer
71583,Anthony Hood,4,Repeat Customer
34259,Angela Dominguez,4,Repeat Customer
54618,Cody Oneal,4,Repeat Customer
95716,Brittany Williams,4,Repeat Customer
85431,Bradley Davis,4,Repeat Customer
29786,Kenneth Smith,4,Repeat Customer
65628,Norman Miller,4,Repeat Customer
77664,Nicole Wilson,4,Repeat Customer
93002,Michael Davis,4,Repeat Customer
1285,Brendan Boone,4,Repeat Customer
69038,Timothy Smith,4,Repeat Customer
80794,Larry Pittman,4,Repeat Customer
36037,Jackson Hall,4,Repeat Customer
59253,Charles Long,4,Repeat Customer
49778,Joseph Oliver,4,Repeat Customer
49774,Jerome Foster,4,Repeat Customer
88968,Mark Webster,4,Repeat Customer
83767,Leslie Arellano,4,Repeat Customer
34302,Janet Espinoza,4,Repeat Customer
92799,Kaitlyn Hodges,4,Repeat Customer
83866,Michele Brooks,4,Repeat Customer
84980,Ashley Adkins,4,Repeat Customer
80984,Megan Patel,4,Repeat Customer
55493,Elizabeth Sullivan,4,Repeat Customer
31146,Beverly Conway,4,Repeat Customer
58449,Elizabeth Moon,4,Repeat Customer
19451,Amanda Ross,4,Repeat Customer
67820,John Luna,4,Repeat Customer
48434,Jennifer Williams,4,Repeat Customer
84756,Victoria Harper,4,Repeat Customer
43117,Jessica Warren,4,Repeat Customer
91478,Nicole Rubio,4,Repeat Customer
66761,Lauren Beltran,4,Repeat Customer
90671,Dustin Rodriguez,4,Repeat Customer
20311,Corey Spencer,4,Repeat Customer
41294,Matthew Mcintosh,4,Repeat Customer
80111,Joanna Ryan,4,Repeat Customer
55100,Matthew White,4,Repeat Customer
64689,Bethany Terry,4,Repeat Customer
30831,Joshua Hall,4,Repeat Customer
69634,Jennifer Thomas,4,Repeat Customer
50169,Brandon Novak,4,Repeat Customer
96809,Nicole Lynch,4,Repeat Customer
58982,Kristy Hunt,4,Repeat Customer
9934,Jason Newton,4,Repeat Customer
35605,Troy Collins,4,Repeat Customer
92102,Michelle Morgan,4,Repeat Customer
58853,Justin Clark,4,Repeat Customer
44501,Deborah Baldwin,4,Repeat Customer
34473,Johnny Martinez,4,Repeat Customer
99631,Jacob Maxwell,4,Repeat Customer
40511,Kelly Pace,4,Repeat Customer
9244,Ryan Krause,4,Repeat Customer
35743,Judith King,4,Repeat Customer
66370,Robert Collins,4,Repeat Customer
82400,Charles Andrade,4,Repeat Customer
95922,Thomas Olson,4,Repeat Customer
70745,Erica Howe,4,Repeat Customer
47674,Kimberly Long,4,Repeat Customer
88094,Jennifer Roberts,4,Repeat Customer
10467,Shannon Hunter,4,Repeat Customer
92356,Alexis Scott,4,Repeat Customer
68891,Christopher Smith,4,Repeat Customer
82002,Jackson Moore,4,Repeat Customer
66313,Amanda Mitchell,4,Repeat Customer
47765,Charlotte Vasquez,4,Repeat Customer
27579,Paul Wolf,4,Repeat Customer
97796,Pedro Moore,4,Repeat Customer
15825,Angela Simpson,4,Repeat Customer
88897,Miguel Nguyen,4,Repeat Customer
45891,Robert Coleman,4,Repeat Customer
99578,Sarah Turner,4,Repeat Customer
15229,Kerri Day,4,Repeat Customer
53819,Kimberly Velez,4,Repeat Customer
31112,Louis Lopez,4,Repeat Customer
38973,Matthew Allen,4,Repeat Customer
2864,Stephanie George,4,Repeat Customer
73825,Brian White,4,Repeat Customer
52932,Jennifer Camacho,4,Repeat Customer
21654,Steven Gonzalez,4,Repeat Customer
62534,Rebecca Fernandez,4,Repeat Customer
86319,Madeline Reyes,4,Repeat Customer
34716,Jennifer Sampson,4,Repeat Customer
57011,Jeff Richardson,4,Repeat Customer
68268,Mark White,4,Repeat Customer
97848,Curtis Diaz,4,Repeat Customer
71432,Rebecca Nguyen,4,Repeat Customer
79881,Sherri Stewart,4,Repeat Customer
11052,Timothy Gomez,4,Repeat Customer
60702,Tina Castillo,4,Repeat Customer
86395,Rachel Atkinson,4,Repeat Customer
88226,Jeffrey Thompson,4,Repeat Customer
38330,Stephanie Daniel,4,Repeat Customer
65480,Manuel Edwards,4,Repeat Customer
84319,Shelby Andrews,4,Repeat Customer
90081,Gregory Sullivan,4,Repeat Customer
73417,Alan Barnes,4,Repeat Customer
72348,Diamond Price,4,Repeat Customer
78495,Mary Miller,4,Repeat Customer
94164,Jessica Mcbride,4,Repeat Customer
20913,Amanda Walker,4,Repeat Customer
38697,Dana Rivera,4,Repeat Customer
2733,Kayla Wyatt,4,Repeat Customer
40217,Bill Anderson,4,Repeat Customer
67095,Jeffrey Sutton,4,Repeat Customer
28669,Crystal Rice,4,Repeat Customer
91261,Andrea Clayton,4,Repeat Customer
5600,Angela Long,4,Repeat Customer
14823,Sara Graham,4,Repeat Customer
65950,Carl Miller,4,Repeat Customer
87709,Maria Dodson,4,Repeat Customer
42996,Tom Montgomery,4,Repeat Customer
14530,Cindy Gallagher,4,Repeat Customer
61061,Caleb Walters,4,Repeat Customer
29161,Kevin Davis,4,Repeat Customer
30692,Sarah Lowe,4,Repeat Customer
4228,Sara Anderson,4,Repeat Customer
23524,Vernon Sandoval,4,Repeat Customer
20070,Kellie Nguyen,4,Repeat Customer
69282,Sara Fuentes,4,Repeat Customer
90852,Jared Joseph,4,Repeat Customer
48256,Amber Mckenzie,4,Repeat Customer
50396,Kristi Green,4,Repeat Customer
75357,Hannah Harris,4,Repeat Customer
66745,Sara Gibbs,4,Repeat Customer
61887,Stuart Lucas,4,Repeat Customer
9512,Thomas Clark,4,Repeat Customer
11368,Matthew Williams,4,Repeat Customer
